OBJECTID,A,Service Category,Service Type,Walk-in,Insurance,Children,Facility Name ,Address,City,Borough,Latitude,Longitude,ZIP Code,Phone,Website,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,More Information,DOHMH Website,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
453,512,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,75 CHRISTOPHER STREET,NEW YORK,MANHATTAN,40.733555199999998,-74.003272710000005,10014,(212) 627-2662,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.7335552', 'longitude': '-74.00327271', 'human_address': '{""address"": ""75 CHRISTOPHER STREET"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12077,57,4,10,3
7,302,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,3823 Nostrand Avenue,Brooklyn,Brooklyn,40.590569270000003,-73.93994155,11235,(718) 743-8933,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.59056927', 'longitude': '-73.93994155', 'human_address': '{""address"": ""3823 Nostrand Avenue"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",13826,32,2,15,36
249,66,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,661 8TH AVE,NEW YORK,Manhattan,40.757450319999997,-73.989676189999997,10036,212-977-1562,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.75745032', 'longitude': '-73.98967619', 'human_address': '{""address"": ""661 8TH AVE"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",13094,12,4,10,8
61,21,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,333 7TH AVE,NEW YORK,Manhattan,40.747541069999997,-73.993084170000003,10001,212-239-0167,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.74754107', 'longitude': '-73.99308417', 'human_address': '{""address"": ""333 7TH AVE"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",11722,11,4,10,7
381,98,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,1091 LEXINGTON AVE,NEW YORK,Manhattan,40.773441259999998,-73.959964740000004,10075,212-794-7100,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.77344126', 'longitude': '-73.95996474', 'human_address': '{""address"": ""1091 LEXINGTON AVE"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12083,23,4,51,11
118,33,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,196 3RD AVE,NEW YORK,Manhattan,40.735509399999998,-73.985606189999999,10003,212-598-0339,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.7355094', 'longitude': '-73.98560619', 'human_address': '{""address"": ""196 3RD AVE"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",11724,71,4,50,7
513,437,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,6423 Fort Hamilton Parkway,Brooklyn,Brooklyn,40.631009229999997,-74.00863081,11219,(718) 567-0890,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.63100923', 'longitude': '-74.00863081', 'human_address': '{""address"": ""6423 Fort Hamilton Parkway"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",17621,10,2,7,41
440,416,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,1360 Hylan Blvd,Staten Island,Staten Island,40.595515800000001,-74.08598293,10305,(718) 987-7300,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.5955158', 'longitude': '-74.08598293', 'human_address': '{""address"": ""1360 Hylan Blvd"", ""city"": ""Staten Island"", ""state"": """", ""zip"": """"}'}",10692,30,1,14,76
679,674,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Cureways Pharmacy ,2201 Amsterdam Avenue,Manhattan,MANHATTAN,40.840560979999999,-73.936391689999994,10032,(646) 559-1515,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.84056098', 'longitude': '-73.93639169', 'human_address': '{""address"": ""2201 Amsterdam Avenue"", ""city"": ""Manhattan"", ""state"": """", ""zip"": """"}'}",13090,47,4,39,21
271,269,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Walgreens Drug Store,9408 3rd Avenue,Brooklyn,Brooklyn,40.61762401,-74.033482269999993,11209,(800) 358-9950,{'url': 'https://www.walgreens.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.61762401', 'longitude': '-74.03348227', 'human_address': '{""address"": ""9408 3rd Avenue"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",17216,10,2,44,41
530,528,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,150 COURT STREET,BROOKLYN,BROOKLYN,40.688798810000002,-73.992806329999993,11201,(718) 237-5866,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.68879881', 'longitude': '-73.99280633', 'human_address': '{""address"": ""150 COURT STREET"", ""city"": ""BROOKLYN"", ""state"": """", ""zip"": """"}'}",16865,14,2,27,48
662,491,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,395 COURT STREET,BROOKLYN,BROOKLYN,40.679900439999997,-73.997072439999997,11231,(718) 222-1193,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.67990044', 'longitude': '-73.99707244', 'human_address': '{""address"": ""395 COURT STREET"", ""city"": ""BROOKLYN"", ""state"": """", ""zip"": """"}'}",13514,14,2,27,48
547,532,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,129 FULTON STREET,NEW YORK,MANHATTAN,40.710098219999999,-74.007495359999993,10038,(212) 233-5020,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.71009822', 'longitude': '-74.00749536', 'human_address': '{""address"": ""129 FULTON STREET"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",13096,56,4,32,1
794,583,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,475 6TH AVE.,NEW YORK,MANHATTAN,40.735709870000001,-73.998051459999999,10011,(212) 337-3242,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.73570987', 'longitude': '-73.99805146', 'human_address': '{""address"": ""475 6TH AVE."", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12074,57,4,10,3
86,227,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Walgreens Drug Store,119-02  Rockaway Boulevard,Queens,Queens,40.676053879999998,-73.818835379999996,11420,(800) 358-9950,{'url': 'https://www.walgreens.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.67605388', 'longitude': '-73.81883538', 'human_address': '{""address"": ""119-02 Rockaway Boulevard"", ""city"": ""Queens"", ""state"": """", ""zip"": """"}'}",24016,62,3,46,64
202,136,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,250 W 57TH ST,NEW YORK,Manhattan,40.7664884,-73.982371079999993,10107,212-265-2101,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.7664884', 'longitude': '-73.98237108', 'human_address': '{""address"": ""250 W 57TH ST"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12081,11,4,10,10
762,572,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,20 UNIVERSITY PLACE,NEW YORK,MANHATTAN,40.731680449999999,-73.994724840000003,10003,(212) 260-3052,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.73168045', 'longitude': '-73.99472484', 'human_address': '{""address"": ""20 UNIVERSITY PLACE"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",11724,57,4,50,3
811,590,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,519 GATEWAY DR,BROOKLYN,BROOKLYN,40.651348300000002,-73.86881013,11239,(718)-235-7139,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.6513483', 'longitude': '-73.86881013', 'human_address': '{""address"": ""519 GATEWAY DR"", ""city"": ""BROOKLYN"", ""state"": """", ""zip"": """"}'}",17215,45,2,25,47
382,186,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,25709 UNION TPKE,GLEN OAKS,Queens,40.745885250000001,-73.714273219999995,11004,718-962-2906,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.74588525', 'longitude': '-73.71427322', 'human_address': '{""address"": ""25709 UNION TPKE"", ""city"": ""GLEN OAKS"", ""state"": """", ""zip"": """"}'}",16098,63,3,16,63
221,258,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Walgreens Drug Store,1409 Avenue J,Brooklyn,Brooklyn,40.625136920000003,-73.962013850000005,11230,(800) 358-9950,{'url': 'https://www.walgreens.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.62513692', 'longitude': '-73.96201385', 'human_address': '{""address"": ""1409 Avenue J"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",13513,60,2,18,43
367,292,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Walgreens Drug Store,350 5th Avenue,Manhattan,Manhattan,40.746191809999999,-73.986196759999999,10001,(800) 358-9950,{'url': 'https://www.walgreens.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.74619181', 'longitude': '-73.98619676', 'human_address': '{""address"": ""350 5th Avenue"", ""city"": ""Manhattan"", ""state"": """", ""zip"": """"}'}",12078,11,4,51,8
535,444,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,96-02  Rockaway Blvd,Queens,Queens,40.680350320000002,-73.842521360000006,11417,(718) 848-2334,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.68035032', 'longitude': '-73.84252136', 'human_address': '{""address"": ""96-02 Rockaway Blvd"", ""city"": ""Queens"", ""state"": """", ""zip"": """"}'}",24013,62,3,41,64
103,231,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Walgreens Drug Store,219-14 Merrick Boulevard,Queens,Queens,40.679113370000003,-73.749858709999998,11413,(800) 358-9950,{'url': 'https://www.walgreens.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.67911337', 'longitude': '-73.74985871', 'human_address': '{""address"": ""219-14 Merrick Boulevard"", ""city"": ""Queens"", ""state"": """", ""zip"": """"}'}",15313,63,3,47,63
715,807,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Mobile Medical Office 2,285 VANDERBILT AVENUE ,STATEN ISLAND,STATEN ISLAND,40.61809805,-74.080659969999999,10304,718-616-4594,{'url': 'http://www.nychealthandhospitals.org/hhc/html/home/home.shtml'},,,,,,,,Call location for hours and information. Insurance not required.,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.61809805', 'longitude': '-74.08065997', 'human_address': '{""address"": ""285 VANDERBILT AVENUE"", ""city"": ""STATEN ISLAND"", ""state"": """", ""zip"": """"}'}",10691,4,1,13,74
799,778,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Lincoln Care Drugs,270 East 165th Street,Bronx,BRONX,40.829234280000001,-73.916286249999999,10456,(718) 401-7400,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.82923428', 'longitude': '-73.91628625', 'human_address': '{""address"": ""270 East 165th Street"", ""city"": ""Bronx"", ""state"": """", ""zip"": """"}'}",10934,50,5,42,27
335,282,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Walgreens Drug Store,4401 White Plains Rd,Bronx,Bronx,40.898573300000002,-73.854312780000001,10470,(800) 358-9950,{'url': 'https://www.walgreens.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.8985733', 'longitude': '-73.85431278', 'human_address': '{""address"": ""4401 White Plains Rd"", ""city"": ""Bronx"", ""state"": """", ""zip"": """"}'}",11608,29,5,40,30
747,817,Vaccines,Flu Vaccine (Influenza),Yes,Yes,Yes,North Central Bronx Hospital,3424 KOSSUTH AVENUE ,BRONX,BRONX,40.880456219999999,-73.881638940000002,10467,212-932-6718,{'url': 'http://www.nychealthandhospitals.org/hhc/html/home/home.shtml'},,,,,,,,Call location for hours and information. Insurance not required.,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.88045622', 'longitude': '-73.88163894', 'human_address': '{""address"": ""3424 KOSSUTH AVENUE"", ""city"": ""BRONX"", ""state"": """", ""zip"": """"}'}",11605,24,5,40,34
826,846,Vaccines,Flu Vaccine (Influenza),Yes,Yes,Yes,Woodside Medical Center,50-53 NEWTOWN ROAD ,QUEENS,QUEENS,40.753156570000002,-73.910751640000001,11377,718 334 2503,{'url': 'http://www.nychealthandhospitals.org/hhc/html/home/home.shtml'},,,,,,,,Call location for hours and information. Insurance not required.,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.75315657', 'longitude': '-73.91075164', 'human_address': '{""address"": ""50-53 NEWTOWN ROAD"", ""city"": ""QUEENS"", ""state"": """", ""zip"": """"}'}",16858,39,3,33,72
779,830,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,East NY ACT Program,2619A ATLANTIC AVENUE ,BROOKLYN,BROOKLYN,40.675688200000003,-73.897639260000005,11207,718 240 0499,{'url': 'http://www.nychealthandhospitals.org/hhc/html/home/home.shtml'},,,,,,,,Call location for hours and information. Insurance not required.,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.6756882', 'longitude': '-73.89763926', 'human_address': '{""address"": ""2619A ATLANTIC AVENUE"", ""city"": ""BROOKLYN"", ""state"": """", ""zip"": """"}'}",17214,45,2,37,47
303,275,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Walgreens Drug Store,2590 Coney Island Avenue,Brooklyn,Brooklyn,40.593571799999999,-73.960862629999994,11223,(800) 358-9950,{'url': 'https://www.walgreens.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.5935718', 'longitude': '-73.96086263', 'human_address': '{""address"": ""2590 Coney Island Avenue"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",18183,32,2,45,36
261,152,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,17 JOHN ST,NEW YORK,Manhattan,40.70987495,-74.008862989999997,10038,212-619-7181,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.70987495', 'longitude': '-74.00886299', 'human_address': '{""address"": ""17 JOHN ST"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",13096,56,4,32,1
863,863,Vaccines,Flu Vaccine (Influenza),Yes,Yes,Yes,Advantagecare Physicans Medical Office,3245 NOSTRAND AVENUE,3245 NOSTRAND AVENUE,BROOKLYN,40.604709319999998,-73.942689040000005,11229,646-680-3000,{'url': 'http://acpny.com/city'},,,,,,,,Call 646-680-3000 for an appointment or for walk-in hours. Both cash and insurance are accepted.,,"{'latitude': '40.60470932', 'longitude': '-73.94268904', 'human_address': '{""address"": ""3245 NOSTRAND AVENUE"", ""city"": ""3245 NOSTRAND AVENUE"", ""state"": """", ""zip"": """"}'}",13512,32,2,8,36
350,400,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,542 Second Avenue,Manhattan,Manhattan,40.742252520000001,-73.977412349999994,10016,(212) 213-9887,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.74225252', 'longitude': '-73.97741235', 'human_address': '{""address"": ""542 Second Avenue"", ""city"": ""Manhattan"", ""state"": """", ""zip"": """"}'}",12078,71,4,50,9
29,11,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,358 5TH AVE,NEW YORK,Manhattan,40.748679780000003,-73.984426679999999,10001,212-279-0208,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.74867978', 'longitude': '-73.98442668', 'human_address': '{""address"": ""358 5TH AVE"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",11722,11,4,51,8
39,214,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Walgreens Drug Store,532 Neptune Avenue,Brooklyn,Brooklyn,40.579892620000003,-73.974371739999995,11224,(800) 358-9950,{'url': 'https://www.walgreens.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.57989262', 'longitude': '-73.97437174', 'human_address': '{""address"": ""532 Neptune Avenue"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",18184,21,2,15,35
599,651,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Century Pharmacy (RDS Pharmacy),225 Madison Street,Manhattan,MANHATTAN,40.712763070000001,-73.988579759999993,10002,(212) 227-5227,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.71276307', 'longitude': '-73.98857976', 'human_address': '{""address"": ""225 Madison Street"", ""city"": ""Manhattan"", ""state"": """", ""zip"": """"}'}",11723,70,4,32,4
161,45,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,100 DELANCEY ST,NEW YORK,Manhattan,40.718857610000001,-73.988832349999996,10002,212-253-0270,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.71885761', 'longitude': '-73.98883235', 'human_address': '{""address"": ""100 DELANCEY ST"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",11723,70,4,32,4
821,784,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,San Pedro Pharmacy,1381 St. Nicholas Avenue,Manhattan,MANHATTAN,40.848091549999999,-73.934635029999995,10033,(212) 928-7263,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.84809155', 'longitude': '-73.93463503', 'human_address': '{""address"": ""1381 St. Nicholas Avenue"", ""city"": ""Manhattan"", ""state"": """", ""zip"": """"}'}",13091,47,4,39,22
562,641,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Smile Pharmacy,150-07 Northern Blvd,Flushing,QUEENS,40.765239600000001,-73.814828250000005,11354,(718) 358-3800,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.7652396', 'longitude': '-73.81482825', 'human_address': '{""address"": ""150-07 Northern Blvd"", ""city"": ""Flushing"", ""state"": """", ""zip"": """"}'}",13832,22,3,3,67
393,193,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,3225 3RD AVE,BRONX,Bronx,40.823727640000001,-73.908939430000004,10451,718-292-7060,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.82372764', 'longitude': '-73.90893943', 'human_address': '{""address"": ""3225 3RD AVE"", ""city"": ""BRONX"", ""state"": """", ""zip"": """"}'}",10929,34,5,43,25
